Date,Title,Address,City,State,Beds,Baths,Rent,SQFT
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,690-4,546","1,387 Sq Ft"
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,690-3,961","1,387 Sq Ft"
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,025-1,527",652 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,3BRs,2Bathrooms,"$1,668-3,123","1,498 Sq Ft"
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,3BRs,2Bathrooms,"$1,993-3,767","1,579 Sq Ft"
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,4BRs,3Bathrooms,"$2,343-4,387","1,917 Sq Ft"
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,234-2,482",806 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,234-2,482",806 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,234-2,482",806 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,274-2,556",840 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,274-2,556",840 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,274-2,556",840 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,274-2,556",840 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,324-3,221",903 - 907 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,334-2,667",907 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,334-2,667",907 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,354-2,704",907 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,194-2,951",804 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,209-2,473",804 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,215-2,918",804 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,215-2,918",804 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,194-2,961",750 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,201-2,935",750 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,1Bedroom,1Bathroom,"$1,025-1,527",652 Sq Ft
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,2BRs,1Bathroom,"$1,450-3,565","1,077 Sq Ft"
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,2BRs,1Bathroom,"$1,450-3,565","1,077 Sq Ft"
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,2BRs,1Bathroom,"$1,515-3,708","1,181 Sq Ft"
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,2BRs,1Bathroom,"$1,515-3,708","1,181 Sq Ft"
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,590-4,299","1,259 Sq Ft"
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,590-3,873","1,259 Sq Ft"
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,610-3,917","1,259 Sq Ft"
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,610-3,328","1,259 Sq Ft"
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,690-4,546","1,387 Sq Ft"
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,2BRs,2Bathrooms,"$1,690-3,961","1,387 Sq Ft"
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,3BRs,2Bathrooms,"$1,668-3,123","1,498 Sq Ft"
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,3BRs,2Bathrooms,"$1,993-3,767","1,579 Sq Ft"
2019-06-14,Century Travesia,"4301 Grand Avenue Pky,","Austin,",TX,4BRs,3Bathrooms,"$2,343-4,387","1,917 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,Studio,1Bathroom,"$1,401-1,561",504 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,Studio,1Bathroom,"$1,421-1,551",504 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,Studio,1Bathroom,"$1,549",567 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,Studio,1Bathroom,"$1,549-1,679",588 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,Studio,1Bathroom,"$1,579-1,729",588 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,Studio,1Bathroom,"$1,677-1,782",663 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,Studio,1Bathroom,"$1,747",651 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,656-1,886",672 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,656-1,886",672 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,727-1,772",718 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,753-1,878",735 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,763-1,843",733 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,763-1,863",733 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,783-1,863",748 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,783-1,933",748 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,800-1,935",658 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,806-1,886",672 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,824-1,934",756 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,874-2,024",780 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,880-2,030",860 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,884-1,934",756 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,885-1,965",840 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,887",718 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,888-2,038",738 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,899-2,004",756 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,910-2,035",838 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,913",735 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,923",745 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,934",753 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,964-2,079",756 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,985",829 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,995",808 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$2,005",830 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$2,005",830 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$2,319",984 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$2,409",992 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,2BRs,2Bathrooms,"$2,340-2,420","1,008 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,2BRs,2Bathrooms,"$2,340-2,420","1,072 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,2BRs,2Bathrooms,"$2,355","1,060 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,2BRs,2Bathrooms,"$2,390-2,520","1,121 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,2BRs,2Bathrooms,"$2,420-2,505","1,134 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,2BRs,2Bathrooms,"$2,430","1,144 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,2BRs,2Bathrooms,"$2,470","1,060 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,2BRs,2Bathrooms,"$2,490-2,660","1,224 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,2BRs,2Bathrooms,"$2,635","1,122 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,2BRs,2Bathrooms,"$2,710","1,376 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,2BRs,2Bathrooms,"$2,755-2,895","1,361 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,2BRs,2Bathrooms,"$2,870-2,970","1,402 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,3BRs,2Bathrooms,"$4,010","1,746 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,3BRs,2Bathrooms,"$4,175","1,746 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,804-1,954",758 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,855-2,005",812 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,898",746 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,925-2,030",860 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,960",808 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$2,211",910 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$2,424","1,014 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,2BRs,2Bathrooms,"$2,525-2,675","1,244 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,2BRs,2Bathrooms,"$3,170-3,240","1,394 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,2BRs,2Bathrooms,"$3,395","1,497 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,3BRs,2Bathrooms,"$4,640","2,055 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,Studio,1Bathroom,"$1,401-1,561",504 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,Studio,1Bathroom,"$1,421-1,551",504 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,Studio,1Bathroom,"$1,549",567 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,Studio,1Bathroom,"$1,549-1,679",588 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,Studio,1Bathroom,"$1,579-1,729",588 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,Studio,1Bathroom,"$1,677-1,782",663 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,Studio,1Bathroom,"$1,747",651 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,656-1,886",672 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,656-1,886",672 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,727-1,772",718 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,753-1,878",735 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,763-1,843",733 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,763-1,863",733 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,783-1,863",748 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,783-1,933",748 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,800-1,935",658 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,806-1,886",672 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,824-1,934",756 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,874-2,024",780 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,880-2,030",860 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,884-1,934",756 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,885-1,965",840 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,887",718 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,888-2,038",738 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,899-2,004",756 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,910-2,035",838 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,913",735 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,923",745 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,934",753 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,964-2,079",756 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,985",829 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,995",808 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$2,005",830 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$2,005",830 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$2,319",984 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$2,409",992 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,804-1,954",758 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,855-2,005",812 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,898",746 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,925-2,030",860 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$1,960",808 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$2,211",910 Sq Ft
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,1Bedroom,1Bathroom,"$2,424","1,014 Sq Ft"
2019-06-14,Flatiron Domain,"10727 Domain Dr,","Austin,",TX,2BRs,2Bathrooms,"$2,340-2,420","1,008 Sq Ft"
